F1_1,F1_2,F1_3,F1_4,F1_5,F2_1,F2_2,F2_3,F2_4,F2_5,F3_1,F3_2,F3_3,F3_4,F3_5,F4_1,F4_2,F4_3,F4_4,F4_5,F5_1,F5_2,F5_3,F5_4,F5_5,F6_1,F6_2,F6_3,F6_4,F6_5,F7_1,F7_2,F7_3,F7_4,F7_5,F8_1,F8_2,F8_3,F8_4,F8_5,F9_1,F9_2,F9_3,F9_4,F9_5,F10_1,F10_2,F10_3,F10_4,F10_5,F11_1,F11_2,F11_3,F11_4,F11_5,Gender,Age_Group,Education
2.4,2.4,2.4,3,3.3,3.1,2.5,3.2,2.5,3.4,3.7,3.7,2.7,3,3.5,2.6,3.5,2.9,3,3.4,3,3.1,3,3.5,3.1,3.6,3.7,2.8,3.3,3,2.2,3.2,3.2,2.3,2.7,3.2,3.2,3,2.7,2.6,2.9,3.2,2.3,2.6,2.3,3.2,2.7,3.4,3.5,3.6,2.7,2.6,2.9,3.2,3,Female,4,2
4,3.3,4.2,4.4,3.9,3.8,4.3,4.4,3.8,3.7,4.5,3.8,3.9,4.3,4.4,4.6,4.1,4.4,4.1,4.4,3.6,3.8,3.5,3.5,4.4,3.8,4.2,3.6,4.1,4.1,3.7,4.4,4.2,4.1,4.4,3.9,3.8,4,4.4,3.7,4.7,4.4,3.7,4.1,3.6,3.9,4.2,4,4,4.5,4.6,3.6,4.4,4.7,4.4,Male,1,2
4.1,4.1,4.2,3.4,4.3,3.8,4.1,3.3,3.7,3.2,4.4,4.3,3.5,3.5,3.9,3.5,4.1,3.8,3.2,3.8,3.3,3.4,3.2,3.4,3.4,4.3,3.9,4,4.6,4.2,3.8,3.1,4.1,3.5,3.6,4,3.8,3.4,3.6,4,4.3,4.5,3.6,4,4.6,4,3.9,3,3.4,3.1,3.3,4,3.6,3.1,3,Male,2,1
3.8,3.9,4.4,4.7,4,4.7,4.8,4.3,4.5,4.3,3.6,3.6,4.2,4.2,3.5,4,3.9,4.1,4.2,4.4,3.9,4.5,3.9,4.6,4.1,3.8,4.1,4,3.5,4.4,4,4.7,3.9,3.9,4.7,4.1,3.7,3.8,4.2,4,3.6,4.2,4.3,4.2,4.3,4.4,3.7,4.1,3.6,3.6,3.4,4.4,4.2,4.4,4,Male,2,3
4.5,4.2,3.9,3.8,3.9,3.4,4.1,3,4.1,3.1,4.1,3.4,3.7,3.8,3.4,4.2,3.5,3.2,3.3,3.6,4,3.7,4.2,3.9,3.3,3.3,3,4.1,3.2,4.2,4.2,3.7,4.2,3.9,4.3,4.3,3.4,3.4,4,4.4,3.8,3.9,3.3,4.3,3.7,4,4.3,4.1,4,3.6,3.3,4.3,3.7,4.2,3.4,Female,4,1
4.3,4.1,4.4,4,4.3,4.1,5,4.2,4.6,4.5,5,5,4.2,4.7,5,4.5,5,4.7,4.2,4.8,4.6,5,3.9,4.3,4.6,5,4.1,4.9,4.2,5,5,5,4.5,5,4.5,4.9,5,4.5,5,5,4.7,5,5,4.6,4.8,4.2,4.9,4.2,5,4.2,4.3,3.9,4.6,4.6,3.6,Female,1,3
4.4,4.2,3.6,4,4.1,4.3,4.4,5,4.9,4.7,4.7,4.8,5,4.4,4.9,4.3,4.4,3.8,3.9,4.8,4.7,4,3.9,4.1,4.2,4.1,4,4.5,4.4,3.4,3.9,4,4.5,3.7,4.6,4.9,4.3,4.3,4.9,4.1,4.3,5,4.7,4.3,4,4.4,4,4.3,4.6,4.8,3.7,4.6,4.4,4.6,4.4,Female,4,3
3.7,4.6,3.6,4.1,4.1,3.8,3.6,3.8,4.2,3.5,2.9,3.9,3.1,3.2,4.1,4,3.3,3.1,4,2.9,3.6,4.3,4,4.4,4.2,3.9,3.5,4.4,4.4,4.3,3.2,3.6,3.7,3.3,3.1,3.9,3.3,3.9,4.2,3.7,3.4,3.2,3.8,3.3,3.5,3.9,3.4,3.2,3.7,4.1,3.5,4,4.4,3.9,4.5,Female,2,2
3.2,2.8,3.7,3.6,3.2,4.1,3.6,3.8,4,4.1,3.3,3.6,3.4,3.5,3.6,3.2,3.1,3.8,3.6,3.8,3,3.4,2.7,2.8,3.1,3.4,3.5,3.3,3.8,3.7,3.6,3.9,3.1,3.2,3.9,3.5,3.4,3.6,3.5,3.2,3.8,3.3,3.8,3.7,2.9,3.3,3.7,3.2,3.3,3.6,3.3,3.6,3.9,4,4,Female,1,1
3.6,4,3.9,3.3,3.5,3.7,3.5,4.2,3.4,4.3,3.7,4,3.5,3.1,3.5,3.3,3.2,3.6,3.3,2.9,3.6,3.9,4,3.8,3.8,3.7,2.6,3,3.2,3.8,3.9,2.9,3.2,3.8,3,3.3,3.3,3.8,3.6,3.1,3.3,3.6,3.4,3.6,3.9,3.9,4.1,3.6,3.4,3.4,3.8,3.5,3.9,3.6,4.3,Female,4,1
3.6,3.6,3.8,2.9,3.9,2.7,3.1,3.2,3.6,2.9,3.2,3.4,4,3.6,3.2,3.1,3.4,3.2,3.5,3.4,2.6,2.6,2.8,3.5,3.2,2.7,3.4,2.9,2.8,2.6,3.3,3.5,2.9,2.5,2.5,3.8,3.2,3.8,3.2,3.3,2.9,3.9,3.5,4,3.8,3.1,3.6,3,2.8,3.1,2.9,3.3,3.3,3.7,3.7,Female,3,2
4.9,4.5,4.6,4.8,5,4.7,4.1,4.5,4.3,3.9,4.1,4.3,4.3,3.7,4.5,4.6,4.3,3.9,4.8,4.1,4.9,4.9,4.6,4.6,5,4,4.7,5,3.9,4.7,4,4.4,4.2,4.6,4.1,4.7,4.5,5,4.2,4.6,3.8,4.4,4.7,3.6,3.7,4.7,4.7,4.5,4.9,4.2,4.2,4.4,4.1,4.2,4.8,Male,4,3
4.4,4,3.6,4.2,4.1,5,4.4,4.5,4.6,4.1,4.4,4.5,3.9,4.4,3.9,3.6,3.8,3.4,4.4,4.2,3.3,3.2,3.9,4.2,4.1,4.7,4.5,4.7,4.6,4.3,4.3,4.4,4.4,4.6,4.2,3.7,3.4,4,3.4,4.4,4.3,4.6,4.2,4.6,4.3,4.5,4.5,4.4,3.5,4.2,3.7,4,4.5,3.8,4.2,Female,1,1
4.1,4.2,3.7,4.3,4.8,4.8,4.7,4.1,3.9,4.5,4.8,5,4.3,4.2,4.8,3.8,3.9,3.7,3.8,4,4.2,4.8,5,5,5,4.5,4.3,4.4,4.1,4.3,4.4,4.6,4.3,5,4.7,4.1,4.1,4.7,3.7,3.9,4.5,5,4.3,4.8,4.9,4,4.4,4.3,3.9,3.8,4.2,3.8,4.2,4.3,4.2,Male,2,3
4,4.2,4.9,4.4,4.9,4.2,3.9,4,3.8,4.1,4.1,4.5,4.1,5,4.5,4.5,4.6,4.4,5,4.7,3.8,4.9,4,4.3,4.2,4.4,5,4.7,4.9,4.4,4.2,5,4.3,4.9,4,4.6,4.1,4.4,4.2,3.9,4.3,4.8,4,4,4,5,5,4.7,4.6,5,4.4,4.4,4.6,3.8,4.8,Male,2,3
3.5,2.5,2.7,2.6,3.3,3.5,3.2,4,3.1,3.5,3.5,3.7,3.4,2.9,3.6,3,3.7,3.3,2.8,3.5,3.3,3.4,3.8,3,3.1,3.3,2.6,3.4,3.3,2.5,3.2,3.5,3.1,2.5,2.6,3,3.5,2.6,3.3,2.9,2.7,3,3.6,2.7,3.5,3.8,3,2.9,3.3,3.5,4.1,4.1,3.9,3.6,3.2,Male,2,2
4.2,4,4.1,4,4.6,3.9,4.6,4.3,5,4.6,4.4,3.8,3.3,3.7,4.4,3.6,4,3.9,3.7,3.9,3.4,3.8,3.4,3.4,4.4,4.8,4,4.2,4.8,3.8,5,4.9,4.9,5,5,4.1,3.7,3.6,3.6,3.5,4.4,3.4,4,3.9,3.8,3.8,4.4,4.1,3.8,4.3,4.6,4.9,4.5,4.5,3.9,Female,4,3
5,4.5,4.6,5,4.8,3.9,4.4,3.9,3.9,3.7,4,3.5,4.2,4,4,4.2,4.1,4.2,3.9,4.6,4.3,4.5,4.5,4.5,4,4.8,4.7,4.4,4.3,3.8,4.3,4,4.1,4,5,3.5,3.4,3.7,4.3,3.9,4.1,3.7,4.4,4.4,4.6,4.7,4.7,4.9,4.4,4.9,4.2,4.8,4.6,4.9,4.2,Male,1,2
2.4,3.2,3.3,2.3,2.4,3.4,3.4,2.5,2.8,3.1,3.4,2.9,2.5,2.7,2.7,3.1,4,3,3,3.4,2.8,3.4,2.9,3.2,3,3.5,3.1,3.3,3,2.7,2.5,2.6,2.9,2.4,2.6,3.7,3.1,3,3.6,2.6,2.7,2.9,3.5,2.7,2.7,3.7,3.5,3.1,2.9,3.6,2.5,2.9,3.2,3.4,2.7,Male,1,2
3.9,3.9,3.9,3.7,3.6,3.6,3.3,3.5,4,4.1,3.4,3.5,3.2,2.9,2.9,3.3,3.3,3.9,3.1,3.6,3.3,4.1,3.6,4.4,3.4,3.3,3.9,3.2,4,2.9,3.9,3.7,3.6,3.6,4.1,3.8,3.6,3.4,3.3,3,4,4.4,3.8,4.2,3.9,3.5,4.2,3.6,4.4,3.8,3.2,3.8,4,4.3,3.4,Male,1,1
4.2,3.6,3.5,3.9,3.9,3.3,3.5,3.5,3.3,3.3,3.6,4,3.1,3.9,3.2,3.2,3.5,3.4,3.2,3.2,3.9,4.2,3.7,3.4,3.8,3.9,4,3.5,4.4,3.6,3.6,4,3.7,3.5,4.1,3.8,3.7,3,3.8,3.2,3.2,3.5,4.3,4.3,4.1,2.8,3.6,3.3,3,2.6,3.1,2.9,3,3,3.9,Male,1,3
3.6,4.8,4.1,3.9,4.6,4.4,4.6,3.8,3.8,3.9,4.2,4.3,4.6,4.4,4,4.1,3.8,3.9,4.3,4.2,3.9,4.3,4.3,3.7,4.1,4.6,5,4.5,4.5,4.5,4,4.4,4.5,4.9,4,4.3,4.6,4.4,4.4,4.8,4.1,4.8,4.2,5,4.9,4.5,4.2,3.5,3.5,4.2,4.2,4.3,4.1,4.6,4.8,Female,4,1
3.5,4.1,4.4,3.4,3.4,4.3,4.3,3.3,3.8,4,3.1,3.7,3.6,3.4,3,4.3,3.6,3.4,3.4,3.8,3.3,4.3,3.3,3.9,3.5,3.5,3.8,3.8,3.5,3.5,3.6,4.5,3.5,3.7,3.8,3.6,4.4,4.3,4.2,3.7,4,3.2,3.6,3.8,3.5,4.7,4.1,4.5,4.8,4.8,4.1,4.3,4,3.8,3.4,Male,3,2
4.1,3.5,3.5,3.8,3.4,4,4.1,3.6,3.8,4.3,4.4,4.3,3.7,4,4.3,3.8,4.9,4.7,4.9,4,4.4,3.4,4.2,3.4,3.9,3.6,3.8,3.8,3.7,3.4,4.4,3.7,4.1,4,4.1,5,4.1,5,4.7,4.5,3.6,3.2,3.5,3.9,4.3,3.4,4,4.1,4,4.1,4.3,3.4,3.7,4.2,4,Male,1,1
3.7,3.9,4.3,3.9,3.6,4.3,3.5,4.2,4.1,3.7,4.6,3.5,3.7,3.7,4.5,4.6,3.8,3.6,4.5,4.2,2.9,3.9,3.6,3,3.4,4,3.4,4.1,3.6,3.4,3.8,3.4,3.7,3.8,3.2,4.4,4.3,4.2,4,4,4.2,4.3,4,3.7,4.3,2.9,3.4,3.7,3.1,3.7,3.9,4.6,4.3,3.6,4,Female,2,2
3.6,3.9,3.4,2.9,3.9,3.5,3.1,3.5,3.2,2.7,3.9,3.4,3.6,3.9,3.8,3.7,3.4,3.6,2.7,3,2.7,3.8,3.5,2.8,3,3.7,3,3.2,3.9,3.1,3.5,3.3,3.9,3.9,3.2,2.8,3,3.1,2.5,2.6,3.6,3.5,2.9,3.8,3.5,3.8,3,3,3.8,3.4,3.3,3.7,3.5,3.8,3.5,Male,2,3
4.9,4.4,4.7,4.5,4.3,4.3,4.5,3.9,5,4.1,4.8,4.7,4.1,4.3,4.1,3.7,4.5,3.9,3.9,3.8,4.3,4.4,4.9,4.2,5,3.6,3.5,3.4,3.4,3.8,4.5,4,4.5,4.2,4.2,3.8,4.2,4.1,3.8,4.8,3.5,3.7,4.3,3.5,3.8,4.2,4,4.6,5,4.5,4.3,4.9,4.3,4.4,4.3,Female,3,1
3.4,3.1,3.9,2.8,3.1,3.2,4.1,3.6,3.3,3.2,2.8,3.6,3.4,3.2,3.5,3.3,3.1,3.1,3.4,3,2.8,2.8,3,3.5,2.8,2.8,2.7,3,3.4,3.2,3.1,3.3,3.3,3.4,2.8,3.2,3,3.6,3.2,3.4,3.7,4.4,3.4,3.6,3.3,4.2,3.3,3.7,3.9,4.2,3.8,3.4,3,3.8,3.3,Male,3,2
4.3,3.6,3.6,4.1,3.8,3.9,3.4,3.4,3.6,4.1,3.8,4.1,3.8,3.4,3.4,3.7,4.3,4.4,4.4,4.1,4.1,3.8,3.2,4,4.1,4.1,4.1,3.6,4.3,4.3,3.5,3.5,4.3,3.8,3.9,4.3,4.2,4,4.4,4.2,4,3.7,3.8,3.6,4.4,4.1,3.6,4.4,3.9,4,4.1,4.4,3.8,3.9,4.4,Female,2,1
3.8,4.1,4.1,4.3,4.1,4.1,4.4,4.1,3.7,4,4,3.7,4,3.7,3.7,4.4,4.1,3.8,4.6,3.6,3.3,4.2,3.6,3.8,3.3,4.2,3.9,4.2,4.3,4.4,3.8,4.2,3.7,3.9,4.1,4.3,4.2,4.3,4.5,3.4,3.9,4.5,3.9,3.8,3.9,4,4.5,3.8,3.8,4.5,3.5,4.2,3.5,3.4,4.2,Male,1,2
4.2,4,4.3,4.2,4.8,5,4.2,4.4,4.1,4.8,5,5,4.6,5,5,4.7,4.1,4.1,4.5,4.8,4.7,4.3,4.8,4.4,4,4.7,4.3,4.3,4.2,4.1,4.2,3.6,4.2,4.6,4.3,3.9,4,4,3.7,3.6,4.7,4.2,4.2,5,4.6,4.7,4,4.2,4.6,3.9,4.1,4,5,4.2,4.5,Male,3,1
3.2,3.4,3.6,3.1,3.4,2.8,2.9,2.6,3.7,3.3,4,3.9,4.5,4.3,3.3,3,3.2,2.9,2.6,3.7,4.2,4.1,3.8,3.8,3.4,3.5,3.3,3,3.6,2.7,2.9,3.1,3.6,2.7,3.8,3.2,3.4,3.6,3.4,3.2,3,2.9,3.9,3.1,3.1,3.9,3.6,4.4,3.4,4,3.8,3.3,4.1,3.3,4.1,Male,4,2
5,4.2,5,4.9,4.6,4.5,4,4.5,4.1,3.4,4.5,4.3,4.2,3.3,3.8,4.6,4.2,4.6,4,3.9,3.7,4.1,4.3,3.8,3.8,4.3,4.7,3.7,4,4.7,4,4.1,4.5,4,4.2,3.9,4,4.1,4.6,4.6,3.8,4.1,3.7,3.5,4.5,4.5,4.2,4.6,4.5,4.4,3.5,4.3,3.9,4,4.3,Male,4,2
3.8,3.9,3.5,4.3,3.7,3.4,3.7,4.1,3.8,3.1,3.4,4.2,3.6,4.5,3.9,3.8,4.6,4.3,3.7,3.7,4,3.8,4.1,4.2,3.6,3.9,3.2,3.3,3.7,4.1,3.4,3.9,3.5,3.9,3.7,4.4,4.6,3.9,3.6,4.2,4.5,4.5,4.1,3.7,4,3.4,3.3,3.7,4.2,4.1,4.1,4.7,3.9,4.1,4.8,Male,3,1
2.8,2.7,2.2,3,2.2,2.6,3.4,3.2,3.2,3.2,3.4,3,2.8,3.6,3.3,3,2.8,3.1,3,2.6,2.7,2.8,3.4,3.3,3.2,2.4,3,3.4,3.5,2.7,3.4,2.5,2.4,2.9,2.4,2.8,3.4,3.2,2.4,3.1,3,2.5,3.1,3,2.2,3.1,3.3,2.6,2.2,2.7,2.5,2.7,3.5,3,3.5,Female,4,2
4.4,4.3,4.6,4.8,3.9,3.9,4.9,3.8,4.2,4,4.1,3.6,3.5,3.9,3.8,4.8,4.7,4.1,4.1,4.4,4.5,3.9,4.1,4.7,4.8,4.1,4.4,3.9,4.6,4.3,3.8,3.9,4.8,4.5,4.6,3.6,3.5,3.8,3.8,3.5,4.9,4.6,4.5,5,4.6,4.4,4.9,4.7,5,4.8,4.2,3.9,4.5,4.4,4.7,Male,4,2
4,3.8,3.8,3.3,4.2,4,4.5,3.6,4.1,3.6,3.9,4,4.2,4.3,4.4,4,4.6,4.5,4.4,4.5,4.1,4.3,3.8,3.9,3.9,4.5,4.3,4.7,4,4.2,4.3,3.8,4.3,3.9,3.4,4.3,3.4,4.2,3.5,4,3.9,4.2,4.5,3.7,4.3,4.1,3.4,4.2,3.7,4.3,4.3,3.7,4.5,3.6,4.1,Female,2,3
3.6,3.9,3.7,3.6,3.6,3.1,3.7,3.1,3.8,3.8,3.5,4.1,3.3,3.7,3.2,3.3,2.9,4,4,3.5,3.8,3.8,3.8,3.8,2.8,3.6,3.5,2.7,2.9,3.1,3.2,3.4,3.9,3.6,3.9,3.4,2.7,2.9,2.8,3.6,3.4,3.8,3.6,3.2,3.5,4,3.4,3.6,3.9,3.6,3.1,3.1,4.2,3,3.3,Male,3,1
4.1,4,4.5,4.6,4,3.4,4.4,3.5,3.7,4.5,4.9,4.1,4.5,4.2,4,4.9,4.3,4.4,4.9,4.2,4.7,4.8,4.5,3.8,4.7,4.7,4.2,4.8,3.9,3.9,4.1,4.8,4,4.7,4.2,3.9,3.9,4.5,3.9,4,3.9,4.8,4.1,4.4,4.3,3.6,3.5,4,4.3,4.5,4,4.9,4.5,3.9,4.8,Female,2,3
3.6,3.9,4,3.8,4.4,3.1,3.9,3.6,3.5,3.9,3.5,3.9,3.1,4.2,4.1,3.7,4.7,4.2,3.9,4.4,3.5,3.5,3.9,4.3,4.3,4,4.6,4.4,3.5,4.6,3.7,3.2,3.8,3.6,4.3,3.5,4.2,3.5,3.8,3.5,4,4.3,3.6,3.9,3.5,4.6,3.7,4.3,3.7,4,3.4,4,3.4,3.8,4,Female,4,2
3.2,3.2,3.3,3.6,3.6,3.9,3.3,3.1,3.3,3.4,3.4,3.4,3.5,3.1,2.8,3.5,3,3.5,3.3,2.5,4.1,3.9,3.3,3.7,3.6,2.9,2.6,3.4,2.7,3.3,3.2,3.5,3.4,2.8,3.1,3.2,2.5,2.7,3.4,2.5,3.6,2.9,3.4,2.7,2.8,3.3,3.6,3.5,3.2,3.6,3.5,3.5,2.9,2.8,2.5,Female,4,3
4.2,4.9,4.5,4.1,5,4.3,4.3,4.6,5,5,5,4.3,4.8,5,4.6,4.3,4.5,4.8,4.2,5,5,4.3,4.6,4.1,4.8,3.9,4.8,4.2,4.7,4,4.1,3.6,3.9,4.5,3.6,5,5,4.8,4.8,4.4,3.9,4,4.4,3.8,4.9,3.5,3.8,4.6,4.5,3.9,4.8,4.8,5,4.6,4.6,Female,2,2
4.7,3.9,4.7,4.8,4.2,3.3,4,3.5,3.6,3.1,3.8,4.7,3.9,4.5,3.8,3.3,4.4,3.3,3.3,4.1,4.2,3.2,3.6,4.1,3.6,4.2,4.5,4,3.5,3.9,3.6,3.8,3.6,4,4,4.4,3.5,3.7,3.6,4.4,4.6,4.7,4.6,4.3,4.1,3.9,4.3,4.3,3.4,3.7,3.8,4.3,3.8,4.1,4.2,Female,4,1
4.4,4.5,4.2,4.2,4.3,4.2,4.6,4.5,4.9,4.4,3.9,4,4.4,3.8,4.7,4.7,4.6,4.2,4.6,3.8,3.4,3.5,4.3,4.3,4.1,4.9,4.6,5,4.8,5,4.9,5,4.4,4.2,4.3,4.5,4.1,4,4.5,4.5,4.5,4.2,3.4,4,4.4,4.5,5,4.9,4.9,5,4.4,4.7,4.4,4.5,4.3,Male,4,2
4,3.8,4.2,4.5,3.6,2.7,2.8,3.2,2.9,2.6,3.6,2.9,3.4,3.9,3.6,3,3.6,3.4,4.1,3.3,3.2,2.9,2.9,3,3,3.3,3.1,4.1,4.1,4.1,4,3.5,4,3.4,4.3,3,3.2,3.6,2.8,3.9,3.7,2.8,2.8,3.1,3.1,3.6,3.5,3.7,4.1,3.3,3.8,3.4,3.4,3.7,3.1,Female,2,3
3.1,3.2,2.7,3.7,2.9,3.7,3.3,4.4,4.4,3.6,3.7,3.7,3.3,3.2,3.6,3.2,3.4,3.6,3.5,3.6,3.7,3.4,3.9,3.1,3.5,3.8,3.3,4.2,3.4,3.6,2.7,3,2.7,2.9,3.6,3.3,4.2,3.8,3.4,3.5,3.3,3.6,3.6,3.1,3.1,3.1,4,3.6,3.5,3.1,3.1,3.6,2.7,3.3,3.6,Male,2,3
3.4,3.9,3.5,4.5,3.8,3.6,3.9,3.9,3.2,3.3,4.2,3.1,3.5,3.9,3.1,4.1,4.3,3.6,3.4,3.4,4.5,4,3.4,4.1,3.6,3.3,3.2,3.8,3.7,3.1,3,3.5,3.2,2.9,3.2,4.2,4.3,3.5,4,3.7,3.6,3.9,2.9,3.6,3,3.4,3.1,3.8,4,4.1,3.8,4.4,4.6,4.3,4,Female,4,2
4.1,3.8,3.6,4.1,3.6,4.1,3.8,3.4,4.2,4.3,4.3,3.8,3.5,3.6,3.8,4,4.1,3.6,3.6,3.8,3.2,3.3,3.1,3.1,3,3.8,3.8,3.8,2.9,3.5,4.4,4.4,3.3,3.8,3.9,3.7,3.6,3.3,3.5,4.2,4.2,3.7,3.7,4.1,4.5,3.4,3.8,3.7,3.4,3.4,3.8,3.8,3.2,4,4.2,Female,1,3
3.2,3.3,3.1,3.2,4.1,4.1,4.1,3.6,4.3,3.5,2.7,3.6,3.2,2.9,3.4,4.3,4,4.2,4.6,4.6,3.8,3.5,3.7,4.4,4.2,3.3,4,3.2,3.7,3.6,3.2,4.1,4.2,3.7,3.8,4.1,4,3.3,4.2,4,3.3,4.1,4,3.5,3.6,3.1,3.6,3.4,3.8,3.1,3.6,4.1,3.5,3.4,3.9,Male,2,1
4.1,3.6,4.2,4.2,4.5,3.6,3.1,4.1,3.8,3.8,4.2,3.7,4.2,4.4,4,3.7,3.1,3.4,3.4,3.7,4.1,4.1,3.9,4.1,3.7,2.7,3.3,3.6,3,3,4.5,4.4,3.6,3.7,3.7,4.2,3.3,3.2,3.2,3.2,3.7,3.7,4.1,3.4,4.3,3.4,3.1,2.9,3.4,3.6,3.1,3.8,4,3.8,3.3,Male,3,2
2.6,3.7,2.7,3.3,3.6,3.4,3.8,3.5,4,3.7,3.1,2.9,3.3,2.9,3.8,3.1,4,3.6,3.9,3.1,2.9,3.9,3.4,3.5,3,3.1,2.8,3.7,3.1,3,3.6,4,3.1,4.1,4.2,3,3.3,3.5,3.1,3.2,3.1,3.4,3.6,3.7,3.6,3.1,3.6,3.6,3.1,2.9,2.8,3.4,2.6,3.3,3.7,Male,1,1
4.3,3.9,3.6,3.6,4.4,3.4,3.3,3.3,4,3.4,4.4,4.1,5,4.8,4.5,4.9,4,4.3,4.8,4.2,4.4,4.2,4.7,4.1,4.1,4.1,4.5,4.1,3.6,3.7,4.1,4.4,3.7,3.8,3.9,4.3,4,4.9,4.8,4.1,4.9,4.8,4.4,5,4.5,3.6,3.8,3.9,4,3.5,4.6,4.1,4.1,3.7,4.3,Female,1,2
3.1,3.6,2.9,3.4,3.4,3.4,3.3,2.5,2.7,3.1,3.4,3.4,3.5,2.4,2.7,3.9,3.9,3.5,3.1,3.1,3.1,4,3.1,3,3.6,2.8,3.3,3.9,3.8,3.7,3.3,2.9,3.2,2.6,3.3,3,3.9,2.9,3.5,3.2,3.5,3.2,2.5,3.6,3.4,3.4,3.5,3.5,3.7,3.8,3.4,3.2,2.7,3.4,3.1,Female,4,1
3.5,4,3.8,3.9,4.2,4,4,4.1,4.4,3.9,4.6,4.1,4,4.1,3.6,4.3,4.2,4,3.8,3.7,3.3,3.8,4.3,3.6,3.8,4.8,4.1,4.8,4.9,4.3,3.8,4,3.2,4.2,4.3,3.5,4.3,4.1,3.5,3.9,4.2,3.9,4.1,3.8,3.8,3.7,4.1,3.8,4.4,3.7,3.4,3.3,4.4,4.1,3.6,Male,2,3
3.9,4.5,4.5,4.5,4,4.2,4,4.2,4.2,4.4,4,4.3,4.4,4.2,4.8,4.5,5,4.6,5,4.2,4.5,4.9,4.3,5,4.8,4.1,3.9,4.6,4.8,4.3,5,5,4.9,5,4.5,4.5,5,4.7,5,4.3,4.2,4,4.1,4.9,4.8,3.7,3.8,4.2,4.3,4.6,4.8,5,4.9,4.2,4.9,Female,3,1
3.2,3.1,2.9,3.5,3.4,3.8,3.5,3.5,2.8,3,2.6,3,3.3,2.6,3.3,3.5,3,3.4,3.8,3.6,3,3.1,3.8,4,3.4,3.6,2.8,2.9,2.8,2.7,3.3,3.5,3.1,3.8,2.8,3.4,2.6,2.5,2.8,3.1,3.7,3.7,3.3,2.9,2.9,3.4,3.5,4,3.3,3.7,4.1,3.4,3.3,3.3,3.4,Female,3,1
2.6,2.3,2.5,3.1,3,2.8,3.1,3.6,2.7,3.7,2.9,2.3,2.3,2.4,3,3.2,2.8,3.6,2.9,3.5,2.5,3.1,2.8,2.6,2.9,3,3.3,2.5,2.6,2.7,3.3,2.7,3,3,3.4,3.7,3.7,3.5,3.5,3.8,3.2,3,2.7,2.2,2.6,2.8,3,3.9,3.2,3.4,3.4,3.3,3.3,2.9,2.6,Female,4,3
3.1,3.7,3.5,3.6,3.5,3.8,4.6,4.1,4.5,4.3,4.4,3.4,3.9,3.8,4,3.5,3.2,3.5,4.1,3.8,3.5,3.7,4.2,3.3,4.3,2.9,3.8,2.9,3.4,3.1,4.3,4,4,3.6,4.1,3.7,3.8,3.5,3.7,4,3.7,4,3.7,3.3,3.1,3.9,4.3,3.4,4.2,3.9,3.2,3.6,3.8,2.9,3.3,Female,4,2
3.2,3.1,3,2.8,3.6,2.5,2.9,2.7,3.2,2.6,3.7,3.6,3.5,2.9,2.7,3.4,4,4.1,4,3.2,4.1,3,3.2,3.7,3.7,2.9,3.3,3,2.7,2.6,2.9,2.6,2.8,3.3,2.8,3.3,4.2,3.6,3.3,3.9,3.5,3.4,3.2,3.2,3.5,3.2,3.2,3.9,4.1,3.2,3.6,3.8,3,2.8,3.1,Female,2,3
4,3.8,3.3,3.6,4,3.6,3.7,3.6,3.7,3.5,3.5,3.4,3.9,3.9,3.5,3.9,3.2,3.1,4.1,3.4,3.1,3.3,3.6,3.8,3.8,3.7,4.1,4.2,4,3.3,3.8,3.6,3.9,3.5,4,4.4,4.4,3.8,4.3,4.5,4.4,3.4,3.7,4.4,3.6,3.1,3.2,3.9,3.3,4,3.6,3.2,3.4,3.9,3.3,Female,1,3
3.9,3.7,2.9,3.4,3.9,3.1,3.2,3,3.9,3.2,3.3,3.6,2.9,2.9,3.5,3.8,3.3,3.1,3,3.5,3.2,3.5,3.6,3.8,3.3,3.2,3.8,3.8,3.8,3.1,3.5,3.3,3.2,3.4,3.4,3.3,4.2,3.1,3.6,3.8,3.2,3.1,3.4,3.2,4,3.4,2.6,3.2,2.8,2.5,3.4,3.4,3.4,3.7,3.4,Female,2,1
5,4.1,5,4.4,5,5,4.8,5,4.6,4.7,4.3,3.9,4.3,4.6,4.4,4.9,4.3,4.2,4.2,4.1,3.8,4.6,4.8,4.3,4.7,4.2,4.2,4.5,4.1,4.6,3.7,3.8,3.9,4,3.7,4.7,4.6,4.9,3.7,4.5,5,4.9,4.4,4.2,5,4.6,4.2,3.7,3.9,3.7,4.5,4.4,3.4,3.6,4.1,Male,2,2
2.4,3.1,3.1,2.5,3.5,3.7,3,2.8,3.3,3.5,2.8,2.8,2.7,3,3.1,3.2,3.4,2.6,3,3.4,3.1,2.8,3.4,3.5,3.2,3.3,2.6,3.1,3.4,2.7,2.9,2.5,3,2.5,2.8,3.3,2.5,3.4,2.4,3.2,2.8,3.6,3.6,3.9,3.7,2.9,3.3,3.7,2.9,3.8,3.1,3.1,3.6,2.4,3.4,Female,2,2
